#Fields: date	time	c-ip	cs-username	c-agent	sc-authenticated	s-svcname	s-computername	cs-referred	r-host	r-ip	r-port	time-taken	cs-protocol	cs-transport	s-operation	cs-uri	cs-mime-type	s-object-source	sc-status	cs-bytes	sc-bytes	s-cache-info	rule	FilterInfo	cs-network	sc-network	error-info	action	GMT Time	AuthenticationServer	NIS scan result	NIS signature	ThreatName	MalwareInspectionAction	MalwareInspectionResult	UrlCategory	MalwareInspectionContentDeliveryMethod	mi-uagarrayid	sc-uagversion	mi-uagmoduleid	sc-uagid	mi-uagseverity	mi-uagtype	sc-uageventname	mi-uagsessionid	mi-uagtrunkname	mi-uagservicename	sc-uagerrorcode	MalwareInspectionDuration	MalwareInspectionThreatLevel	internal-service-info	NIS application protocol	NAT address	UrlCategorizationReason	SessionType	UrlDestHost	s-port	SoftBlockAction
2026-07-09	00:00:00	10.0.4.149	Aliza@contoso.com	Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36 OPR/36.0.2130.46	Y	w3proxy	CZFW01	-	www.acronis.com	204.79.197.200	80	-	http	TCP	GET	http://acronis.com/	text/html	Inet	200	60565	65493	0x611c0000	External Access	Req ID: 08e314fd;	Compression: client=No, server=Yes, compress rate=0% decompress rate=13%	VPN Clients External	0x480	Allowed	2016-01-01 20:06:31	-	-	-	-	Allowed	Malware Inspection Disabled	Unknown	-	-	0	-	0	-	-	-	-	-	-	0	0	-	0	-	1.2.3.4	Feature disabled	None	204.79.197.200	5643	-
2026-07-09	00:00:00	10.0.4.149	Kayleigh@contoso.com	Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36 OPR/36.0.2130.46	Y	w3proxy	CZFW01	-	www.acronis.com	204.79.197.200	80	-	http	TCP	GET	http://acronis.com/	text/html	Inet	200	60565	65493	0x611c0000	External Access	Req ID: 08e314fd;	Compression: client=No, server=Yes, compress rate=0% decompress rate=13%	VPN Clients External	0x480	Allowed	2016-01-01 20:06:31	-	-	-	-	Allowed	Malware Inspection Disabled	Unknown	-	-	0	-	0	-	-	-	-	-	-	0	0	-	0	-	1.2.3.4	Feature disabled	None	204.79.197.200	5643	-
2026-07-09	00:00:00	10.0.4.149	Sylvia@fabrikam.com	Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36 OPR/36.0.2130.46	Y	w3proxy	CZFW01	-	www.acronis.com	204.79.197.200	80	-	http	TCP	GET	http://acronis.com/	text/html	Inet	200	60565	65493	0x611c0000	External Access	Req ID: 08e314fd;	Compression: client=No, server=Yes, compress rate=0% decompress rate=13%	VPN Clients External	0x480	Allowed	2016-01-01 20:06:31	-	-	-	-	Allowed	Malware Inspection Disabled	Unknown	-	-	0	-	0	-	-	-	-	-	-	0	0	-	0	-	1.2.3.4	Feature disabled	None	204.79.197.200	5643	-
2026-07-08	00:00:00	10.0.2.149	Rolph@contoso.com	Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36 OPR/36.0.2130.46	Y	w3proxy	CZFW01	-	www.acronis.com	204.79.197.200	80	-	http	TCP	GET	http://acronis.com/	text/html	Inet	200	60565	65493	0x611c0000	External Access	Req ID: 08e314fd;	Compression: client=No, server=Yes, compress rate=0% decompress rate=13%	VPN Clients External	0x480	Allowed	2016-01-01 20:06:31	-	-	-	-	Allowed	Malware Inspection Disabled	Unknown	-	-	0	-	0	-	-	-	-	-	-	0	0	-	0	-	1.2.3.4	Feature disabled	None	204.79.197.200	5643	-
2026-07-08	00:00:00	10.0.1.92	Davin@contoso.com	Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36 OPR/36.0.2130.46	Y	w3proxy	CZFW01	-	www.acronis.com	204.79.197.200	80	-	http	TCP	GET	http://acronis.com/	text/html	Inet	200	60565	65493	0x611c0000	External Access	Req ID: 08e314fd;	Compression: client=No, server=Yes, compress rate=0% decompress rate=13%	VPN Clients External	0x480	Allowed	2016-01-01 20:06:31	-	-	-	-	Allowed	Malware Inspection Disabled	Unknown	-	-	0	-	0	-	-	-	-	-	-	0	0	-	0	-	1.2.3.4	Feature disabled	None	204.79.197.200	5643	-
2026-07-08	00:00:00	10.0.1.92	Michael@contoso.com	Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36 OPR/36.0.2130.46	Y	w3proxy	CZFW01	-	www.acronis.com	204.79.197.200	80	-	http	TCP	GET	http://acronis.com/	text/html	Inet	200	60565	65493	0x611c0000	External Access	Req ID: 08e314fd;	Compression: client=No, server=Yes, compress rate=0% decompress rate=13%	VPN Clients External	0x480	Allowed	2016-01-01 20:06:31	-	-	-	-	Allowed	Malware Inspection Disabled	Unknown	-	-	0	-	0	-	-	-	-	-	-	0	0	-	0	-	1.2.3.4	Feature disabled	None	204.79.197.200	5643	-
2026-07-08	00:00:00	10.0.2.134	Lane@contoso.com	Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36 OPR/36.0.2130.46	Y	w3proxy	CZFW01	-	www.acronis.com	204.79.197.200	80	-	http	TCP	GET	http://acronis.com/	text/html	Inet	200	60565	65493	0x611c0000	External Access	Req ID: 08e314fd;	Compression: client=No, server=Yes, compress rate=0% decompress rate=13%	VPN Clients External	0x480	Allowed	2016-01-01 20:06:31	-	-	-	-	Allowed	Malware Inspection Disabled	Unknown	-	-	0	-	0	-	-	-	-	-	-	0	0	-	0	-	1.2.3.4	Feature disabled	None	204.79.197.200	5643	-
2026-07-08	00:00:00	10.0.5.188	Kody@contoso.com	Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36 OPR/36.0.2130.46	Y	w3proxy	CZFW01	-	www.acronis.com	204.79.197.200	80	-	http	TCP	GET	http://acronis.com/	text/html	Inet	200	60565	65493	0x611c0000	External Access	Req ID: 08e314fd;	Compression: client=No, server=Yes, compress rate=0% decompress rate=13%	VPN Clients External	0x480	Allowed	2016-01-01 20:06:31	-	-	-	-	Allowed	Malware Inspection Disabled	Unknown	-	-	0	-	0	-	-	-	-	-	-	0	0	-	0	-	1.2.3.4	Feature disabled	None	204.79.197.200	5643	-
2026-07-07	00:00:00	10.0.9.99	Malcolm@contoso.com	Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36 OPR/36.0.2130.46	Y	w3proxy	CZFW01	-	www.acronis.com	204.79.197.200	80	-	http	TCP	GET	http://acronis.com/	text/html	Inet	200	60565	65493	0x611c0000	External Access	Req ID: 08e314fd;	Compression: client=No, server=Yes, compress rate=0% decompress rate=13%	VPN Clients External	0x480	Allowed	2016-01-01 20:06:31	-	-	-	-	Allowed	Malware Inspection Disabled	Unknown	-	-	0	-	0	-	-	-	-	-	-	0	0	-	0	-	1.2.3.4	Feature disabled	None	204.79.197.200	5643	-
2026-07-07	00:00:00	10.0.4.228	Jairo@contoso.com	Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36 OPR/36.0.2130.46	Y	w3proxy	CZFW01	-	www.acronis.com	204.79.197.200	80	-	http	TCP	GET	http://acronis.com/	text/html	Inet	200	60565	65493	0x611c0000	External Access	Req ID: 08e314fd;	Compression: client=No, server=Yes, compress rate=0% decompress rate=13%	VPN Clients External	0x480	Allowed	2016-01-01 20:06:31	-	-	-	-	Allowed	Malware Inspection Disabled	Unknown	-	-	0	-	0	-	-	-	-	-	-	0	0	-	0	-	1.2.3.4	Feature disabled	None	204.79.197.200	5643	-
2026-07-07	00:00:00	10.0.9.99	Joe@contoso.com	Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36 OPR/36.0.2130.46	Y	w3proxy	CZFW01	-	www.acronis.com	204.79.197.200	80	-	http	TCP	GET	http://acronis.com/	text/html	Inet	200	60565	65493	0x611c0000	External Access	Req ID: 08e314fd;	Compression: client=No, server=Yes, compress rate=0% decompress rate=13%	VPN Clients External	0x480	Allowed	2016-01-01 20:06:31	-	-	-	-	Allowed	Malware Inspection Disabled	Unknown	-	-	0	-	0	-	-	-	-	-	-	0	0	-	0	-	1.2.3.4	Feature disabled	None	204.79.197.200	5643	-
2026-07-10	00:00:00	10.0.5.169	Joe@contoso.com	Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36 OPR/36.0.2130.46	Y	w3proxy	CZFW01	-	www.brightcove.com	204.79.197.200	80	-	http	TCP	GET	http://brightcove.com/	text/html	Inet	200	60565	65493	0x611c0000	External Access	Req ID: 08e314fd;	Compression: client=No, server=Yes, compress rate=0% decompress rate=13%	VPN Clients External	0x480	Allowed	2016-01-01 20:06:31	-	-	-	-	Allowed	Malware Inspection Disabled	Unknown	-	-	0	-	0	-	-	-	-	-	-	0	0	-	0	-	1.2.3.4	Feature disabled	None	204.79.197.200	5643	-
2026-07-10	00:00:00	10.0.9.61	Vincenzo@contoso.com	Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36 OPR/36.0.2130.46	Y	w3proxy	CZFW01	-	www.brightcove.com	204.79.197.200	80	-	http	TCP	GET	http://brightcove.com/	text/html	Inet	200	60565	65493	0x611c0000	External Access	Req ID: 08e314fd;	Compression: client=No, server=Yes, compress rate=0% decompress rate=13%	VPN Clients External	0x480	Allowed	2016-01-01 20:06:31	-	-	-	-	Allowed	Malware Inspection Disabled	Unknown	-	-	0	-	0	-	-	-	-	-	-	0	0	-	0	-	1.2.3.4	Feature disabled	None	204.79.197.200	5643	-
2026-07-10	00:00:00	10.0.5.169	Kingston@contoso.com	Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36 OPR/36.0.2130.46	Y	w3proxy	CZFW01	-	www.brightcove.com	204.79.197.200	80	-	http	TCP	GET	http://brightcove.com/	text/html	Inet	200	60565	65493	0x611c0000	External Access	Req ID: 08e314fd;	Compression: client=No, server=Yes, compress rate=0% decompress rate=13%	VPN Clients External	0x480	Allowed	2016-01-01 20:06:31	-	-	-	-	Allowed	Malware Inspection Disabled	Unknown	-	-	0	-	0	-	-	-	-	-	-	0	0	-	0	-	1.2.3.4	Feature disabled	None	204.79.197.200	5643	-
2026-07-10	00:00:00	10.0.7.175	Sylvia@fabrikam.com	Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36 OPR/36.0.2130.46	Y	w3proxy	CZFW01	-	www.brightcove.com	204.79.197.200	80	-	http	TCP	GET	http://brightcove.com/	text/html	Inet	200	60565	65493	0x611c0000	External Access	Req ID: 08e314fd;	Compression: client=No, server=Yes, compress rate=0% decompress rate=13%	VPN Clients External	0x480	Allowed	2016-01-01 20:06:31	-	-	-	-	Allowed	Malware Inspection Disabled	Unknown	-	-	0	-	0	-	-	-	-	-	-	0	0	-	0	-	1.2.3.4	Feature disabled	None	204.79.197.200	5643	-
2026-07-10	00:00:00	10.0.2.54	Gavin@fabrikam.com	Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36 OPR/36.0.2130.46	Y	w3proxy	CZFW01	-	www.brightcove.com	204.79.197.200	80	-	http	TCP	GET	http://brightcove.com/	text/html	Inet	200	60565	65493	0x611c0000	External Access	Req ID: 08e314fd;	Compression: client=No, server=Yes, compress rate=0% decompress rate=13%	VPN Clients External	0x480	Allowed	2016-01-01 20:06:31	-	-	-	-	Allowed	Malware Inspection Disabled	Unknown	-	-	0	-	0	-	-	-	-	-	-	0	0	-	0	-	1.2.3.4	Feature disabled	None	204.79.197.200	5643	-
2026-07-09	00:00:00	10.0.8.6	Adolf@contoso.com	Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36 OPR/36.0.2130.46	Y	w3proxy	CZFW01	-	www.brightcove.com	204.79.197.200	80	-	http	TCP	GET	http://brightcove.com/	text/html	Inet	200	60565	65493	0x611c0000	External Access	Req ID: 08e314fd;	Compression: client=No, server=Yes, compress rate=0% decompress rate=13%	VPN Clients External	0x480	Allowed	2016-01-01 20:06:31	-	-	-	-	Allowed	Malware Inspection Disabled	Unknown	-	-	0	-	0	-	-	-	-	-	-	0	0	-	0	-	1.2.3.4	Feature disabled	None	204.79.197.200	5643	-
2026-07-09	00:00:00	10.0.8.6	Tiana@fabrikam.com	Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36 OPR/36.0.2130.46	Y	w3proxy	CZFW01	-	www.brightcove.com	204.79.197.200	80	-	http	TCP	GET	http://brightcove.com/	text/html	Inet	200	60565	65493	0x611c0000	External Access	Req ID: 08e314fd;	Compression: client=No, server=Yes, compress rate=0% decompress rate=13%	VPN Clients External	0x480	Allowed	2016-01-01 20:06:31	-	-	-	-	Allowed	Malware Inspection Disabled	Unknown	-	-	0	-	0	-	-	-	-	-	-	0	0	-	0	-	1.2.3.4	Feature disabled	None	204.79.197.200	5643	-
2026-07-09	00:00:00	10.0.7.214	Zoe@contoso.com	Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36 OPR/36.0.2130.46	Y	w3proxy	CZFW01	-	www.brightcove.com	204.79.197.200	80	-	http	TCP	GET	http://brightcove.com/	text/html	Inet	200	60565	65493	0x611c0000	External Access	Req ID: 08e314fd;	Compression: client=No, server=Yes, compress rate=0% decompress rate=13%	VPN Clients External	0x480	Allowed	2016-01-01 20:06:31	-	-	-	-	Allowed	Malware Inspection Disabled	Unknown	-	-	0	-	0	-	-	-	-	-	-	0	0	-	0	-	1.2.3.4	Feature disabled	None	204.79.197.200	5643	-
2026-07-09	00:00:00	10.0.1.48	Alisha@contoso.com	Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36 OPR/36.0.2130.46	Y	w3proxy	CZFW01	-	www.brightcove.com	204.79.197.200	80	-	http	TCP	GET	http://brightcove.com/	text/html	Inet	200	60565	65493	0x611c0000	External Access	Req ID: 08e314fd;	Compression: client=No, server=Yes, compress rate=0% decompress rate=13%	VPN Clients External	0x480	Allowed	2016-01-01 20:06:31	-	-	-	-	Allowed	Malware Inspection Disabled	Unknown	-	-	0	-	0	-	-	-	-	-	-	0	0	-	0	-	1.2.3.4	Feature disabled	None	204.79.197.200	5643	-
2026-07-09	00:00:00	10.0.8.6	Bruce@contoso.com	Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36 OPR/36.0.2130.46	Y	w3proxy	CZFW01	-	www.brightcove.com	204.79.197.200	80	-	http	TCP	GET	http://brightcove.com/	text/html	Inet	200	60565	65493	0x611c0000	External Access	Req ID: 08e314fd;	Compression: client=No, server=Yes, compress rate=0% decompress rate=13%	VPN Clients External	0x480	Allowed	2016-01-01 20:06:31	-	-	-	-	Allowed	Malware Inspection Disabled	Unknown	-	-	0	-	0	-	-	-	-	-	-	0	0	-	0	-	1.2.3.4	Feature disabled	None	204.79.197.200	5643	-
2026-07-08	00:00:00	10.0.3.233	Tanner@contoso.com	Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36 OPR/36.0.2130.46	Y	w3proxy	CZFW01	-	www.brightcove.com	204.79.197.200	80	-	http	TCP	GET	http://brightcove.com/	text/html	Inet	200	60565	65493	0x611c0000	External Access	Req ID: 08e314fd;	Compression: client=No, server=Yes, compress rate=0% decompress rate=13%	VPN Clients External	0x480	Allowed	2016-01-01 20:06:31	-	-	-	-	Allowed	Malware Inspection Disabled	Unknown	-	-	0	-	0	-	-	-	-	-	-	0	0	-	0	-	1.2.3.4	Feature disabled	None	204.79.197.200	5643	-
2026-07-08	00:00:00	10.0.3.233	Leo@contoso.com	Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36 OPR/36.0.2130.46	Y	w3proxy	CZFW01	-	www.brightcove.com	204.79.197.200	80	-	http	TCP	GET	http://brightcove.com/	text/html	Inet	200	60565	65493	0x611c0000	External Access	Req ID: 08e314fd;	Compression: client=No, server=Yes, compress rate=0% decompress rate=13%	VPN Clients External	0x480	Allowed	2016-01-01 20:06:31	-	-	-	-	Allowed	Malware Inspection Disabled	Unknown	-	-	0	-	0	-	-	-	-	-	-	0	0	-	0	-	1.2.3.4	Feature disabled	None	204.79.197.200	5643	-
2026-07-08	00:00:00	10.0.4.243	Messiah@contoso.com	Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36 OPR/36.0.2130.46	Y	w3proxy	CZFW01	-	www.brightcove.com	204.79.197.200	80	-	http	TCP	GET	http://brightcove.com/	text/html	Inet	200	60565	65493	0x611c0000	External Access	Req ID: 08e314fd;	Compression: client=No, server=Yes, compress rate=0% decompress rate=13%	VPN Clients External	0x480	Allowed	2016-01-01 20:06:31	-	-	-	-	Allowed	Malware Inspection Disabled	Unknown	-	-	0	-	0	-	-	-	-	-	-	0	0	-	0	-	1.2.3.4	Feature disabled	None	204.79.197.200	5643	-
2026-07-08	00:00:00	10.0.7.202	Zeke@contoso.com	Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36 OPR/36.0.2130.46	Y	w3proxy	CZFW01	-	www.brightcove.com	204.79.197.200	80	-	http	TCP	GET	http://brightcove.com/	text/html	Inet	200	60565	65493	0x611c0000	External Access	Req ID: 08e314fd;	Compression: client=No, server=Yes, compress rate=0% decompress rate=13%	VPN Clients External	0x480	Allowed	2016-01-01 20:06:31	-	-	-	-	Allowed	Malware Inspection Disabled	Unknown	-	-	0	-	0	-	-	-	-	-	-	0	0	-	0	-	1.2.3.4	Feature disabled	None	204.79.197.200	5643	-
2026-07-08	00:00:00	10.0.3.233	Kendyl@contoso.com	Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36 OPR/36.0.2130.46	Y	w3proxy	CZFW01	-	www.brightcove.com	204.79.197.200	80	-	http	TCP	GET	http://brightcove.com/	text/html	Inet	200	60565	65493	0x611c0000	External Access	Req ID: 08e314fd;	Compression: client=No, server=Yes, compress rate=0% decompress rate=13%	VPN Clients External	0x480	Allowed	2016-01-01 20:06:31	-	-	-	-	Allowed	Malware Inspection Disabled	Unknown	-	-	0	-	0	-	-	-	-	-	-	0	0	-	0	-	1.2.3.4	Feature disabled	None	204.79.197.200	5643	-
2026-07-07	00:00:00	10.0.7.199	Nayeli@contoso.com	Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36 OPR/36.0.2130.46	Y	w3proxy	CZFW01	-	www.brightcove.com	204.79.197.200	80	-	http	TCP	GET	http://brightcove.com/	text/html	Inet	200	60565	65493	0x611c0000	External Access	Req ID: 08e314fd;	Compression: client=No, server=Yes, compress rate=0% decompress rate=13%	VPN Clients External	0x480	Allowed	2016-01-01 20:06:31	-	-	-	-	Allowed	Malware Inspection Disabled	Unknown	-	-	0	-	0	-	-	-	-	-	-	0	0	-	0	-	1.2.3.4	Feature disabled	None	204.79.197.200	5643	-
2026-07-07	00:00:00	10.0.7.194	Corban@contoso.com	Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36 OPR/36.0.2130.46	Y	w3proxy	CZFW01	-	www.brightcove.com	204.79.197.200	80	-	http	TCP	GET	http://brightcove.com/	text/html	Inet	200	60565	65493	0x611c0000	External Access	Req ID: 08e314fd;	Compression: client=No, server=Yes, compress rate=0% decompress rate=13%	VPN Clients External	0x480	Allowed	2016-01-01 20:06:31	-	-	-	-	Allowed	Malware Inspection Disabled	Unknown	-	-	0	-	0	-	-	-	-	-	-	0	0	-	0	-	1.2.3.4	Feature disabled	None	204.79.197.200	5643	-
2026-07-07	00:00:00	10.0.7.194	Jaime@fabrikam.com	Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36 OPR/36.0.2130.46	Y	w3proxy	CZFW01	-	www.brightcove.com	204.79.197.200	80	-	http	TCP	GET	http://brightcove.com/	text/html	Inet	200	60565	65493	0x611c0000	External Access	Req ID: 08e314fd;	Compression: client=No, server=Yes, compress rate=0% decompress rate=13%	VPN Clients External	0x480	Allowed	2016-01-01 20:06:31	-	-	-	-	Allowed	Malware Inspection Disabled	Unknown	-	-	0	-	0	-	-	-	-	-	-	0	0	-	0	-	1.2.3.4	Feature disabled	None	204.79.197.200	5643	-
2026-07-07	00:00:00	10.0.7.199	Lamar@contoso.com	Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36 OPR/36.0.2130.46	Y	w3proxy	CZFW01	-	www.brightcove.com	204.79.197.200	80	-	http	TCP	GET	http://brightcove.com/	text/html	Inet	200	60565	65493	0x611c0000	External Access	Req ID: 08e314fd;	Compression: client=No, server=Yes, compress rate=0% decompress rate=13%	VPN Clients External	0x480	Allowed	2016-01-01 20:06:31	-	-	-	-	Allowed	Malware Inspection Disabled	Unknown	-	-	0	-	0	-	-	-	-	-	-	0	0	-	0	-	1.2.3.4	Feature disabled	None	204.79.197.200	5643	-
2026-07-10	00:00:00	10.0.10.199	Noam@contoso.com	Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36 OPR/36.0.2130.46	Y	w3proxy	CZFW01	-	www.webex.co.uk	204.79.197.200	80	-	http	TCP	GET	http://webex.co.uk/	text/html	Inet	200	60565	65493	0x611c0000	External Access	Req ID: 08e314fd;	Compression: client=No, server=Yes, compress rate=0% decompress rate=13%	VPN Clients External	0x480	Allowed	2016-01-01 20:06:31	-	-	-	-	Allowed	Malware Inspection Disabled	Unknown	-	-	0	-	0	-	-	-	-	-	-	0	0	-	0	-	1.2.3.4	Feature disabled	None	204.79.197.200	5643	-
2026-07-10	00:00:00	10.0.3.59	Micheal@contoso.com	Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36 OPR/36.0.2130.46	Y	w3proxy	CZFW01	-	www.webex.co.uk	204.79.197.200	80	-	http	TCP	GET	http://webex.co.uk/	text/html	Inet	200	60565	65493	0x611c0000	External Access	Req ID: 08e314fd;	Compression: client=No, server=Yes, compress rate=0% decompress rate=13%	VPN Clients External	0x480	Allowed	2016-01-01 20:06:31	-	-	-	-	Allowed	Malware Inspection Disabled	Unknown	-	-	0	-	0	-	-	-	-	-	-	0	0	-	0	-	1.2.3.4	Feature disabled	None	204.79.197.200	5643	-
2026-07-10	00:00:00	10.0.8.16	Zeke@contoso.com	Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36 OPR/36.0.2130.46	Y	w3proxy	CZFW01	-	www.webex.co.uk	204.79.197.200	80	-	http	TCP	GET	http://webex.co.uk/	text/html	Inet	200	60565	65493	0x611c0000	External Access	Req ID: 08e314fd;	Compression: client=No, server=Yes, compress rate=0% decompress rate=13%	VPN Clients External	0x480	Allowed	2016-01-01 20:06:31	-	-	-	-	Allowed	Malware Inspection Disabled	Unknown	-	-	0	-	0	-	-	-	-	-	-	0	0	-	0	-	1.2.3.4	Feature disabled	None	204.79.197.200	5643	-
2026-07-10	00:00:00	10.0.3.59	Giovanni@contoso.com	Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36 OPR/36.0.2130.46	Y	w3proxy	CZFW01	-	www.webex.co.uk	204.79.197.200	80	-	http	TCP	GET	http://webex.co.uk/	text/html	Inet	200	60565	65493	0x611c0000	External Access	Req ID: 08e314fd;	Compression: client=No, server=Yes, compress rate=0% decompress rate=13%	VPN Clients External	0x480	Allowed	2016-01-01 20:06:31	-	-	-	-	Allowed	Malware Inspection Disabled	Unknown	-	-	0	-	0	-	-	-	-	-	-	0	0	-	0	-	1.2.3.4	Feature disabled	None	204.79.197.200	5643	-
2026-07-10	00:00:00	10.0.8.16	Mason@contoso.com	Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36 OPR/36.0.2130.46	Y	w3proxy	CZFW01	-	www.webex.co.uk	204.79.197.200	80	-	http	TCP	GET	http://webex.co.uk/	text/html	Inet	200	60565	65493	0x611c0000	External Access	Req ID: 08e314fd;	Compression: client=No, server=Yes, compress rate=0% decompress rate=13%	VPN Clients External	0x480	Allowed	2016-01-01 20:06:31	-	-	-	-	Allowed	Malware Inspection Disabled	Unknown	-	-	0	-	0	-	-	-	-	-	-	0	0	-	0	-	1.2.3.4	Feature disabled	None	204.79.197.200	5643	-
2026-07-09	00:00:00	10.0.3.242	Aileen@fabrikam.com	Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36 OPR/36.0.2130.46	Y	w3proxy	CZFW01	-	www.webex.co.uk	204.79.197.200	80	-	http	TCP	GET	http://webex.co.uk/	text/html	Inet	200	60565	65493	0x611c0000	External Access	Req ID: 08e314fd;	Compression: client=No, server=Yes, compress rate=0% decompress rate=13%	VPN Clients External	0x480	Allowed	2016-01-01 20:06:31	-	-	-	-	Allowed	Malware Inspection Disabled	Unknown	-	-	0	-	0	-	-	-	-	-	-	0	0	-	0	-	1.2.3.4	Feature disabled	None	204.79.197.200	5643	-
2026-07-09	00:00:00	10.0.9.192	Marvin@contoso.com	Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36 OPR/36.0.2130.46	Y	w3proxy	CZFW01	-	www.webex.co.uk	204.79.197.200	80	-	http	TCP	GET	http://webex.co.uk/	text/html	Inet	200	60565	65493	0x611c0000	External Access	Req ID: 08e314fd;	Compression: client=No, server=Yes, compress rate=0% decompress rate=13%	VPN Clients External	0x480	Allowed	2016-01-01 20:06:31	-	-	-	-	Allowed	Malware Inspection Disabled	Unknown	-	-	0	-	0	-	-	-	-	-	-	0	0	-	0	-	1.2.3.4	Feature disabled	None	204.79.197.200	5643	-
